source_user,target_user,weight,n_topic_direct,n_repost_mapped
火龙果遇见橙子,央视新闻,1,1,0
火星回眸,星话大白,1,1,0
火星搭车客,阿司匹林42195米,1,0,1
火月天蝎,妙不可言_勿忘她,1,1,0
火火又红红,观察者网,1,0,1
灬氵-,新浪新闻,1,1,0
灬氵-,陳炫達叔叔,1,1,0
灯盏细辛落葵,答案事务所,1,0,1
灯辉西渡刘露,子陵在听歌,1,1,0
灯辉西渡刘露,庞亚辉的海阔天空,1,0,1
灯辉西渡刘露,旗帜飞扬爱生活,1,0,1
灰大Miu,新民周刊,1,1,0
拉赫玛尼诺夫思喵,拉赫玛尼诺夫思喵,1,1,0
拍帮主,Apocalypse-锐,1,1,0
拍帮主,中医徐柏杨,1,0,1
拍帮主,全世界漂,1,1,0
拍帮主,方脑壳邓铂鋆,1,1,0
拎钱袋的我,拎钱袋的我,1,1,0
拍帮主,星话大白,1,1,0
拍帮主,钉子1666,1,0,1
拍帮主,近卫步兵师,1,1,0
拍帮主,生草字幕组,1,0,1
拍帮主,现代诗人牛彪,1,1,0
拉乌得得,Jokielicious,1,0,1
拉拉lala尼莫nimo,江卓尔_大号,1,1,0
拉乌得得,三个老爸实验室,1,0,1
拉屎记录1,三个老爸实验室,1,1,0
拉乌得得,止谣君,1,0,1
拜托我cp远离58号模型,生草字幕组,1,0,1
拜托我cp远离58号模型,Makh_Yan,1,1,0
拥有小猫咪的幸福,百分百自由,1,1,0
拟向即乖,生草字幕组,1,0,1
招福的花园,生草字幕组,1,0,1
拙手偶得,拙手偶得,1,1,0
投资闲聊,中医纪元,1,1,0
折剑江湖远,每日经济新闻,1,1,0
折剑江湖远,准备收场了我,1,0,1
把自己活活作死的浅小邪,林步里,1,1,0
把心去掉,猴大宝,1,1,0
投资圈搬砖劳模,生草字幕组,1,0,1
投资圈搬砖劳模,卢卡斯-Wang,1,0,1
抽屉app,肥啾电影,1,1,0
报春不语,猫头鹰快艇,1,1,0
抠脚大妹笑点低_黄油小贼,林步里,1,1,0
据说Gilgamesh和Enkidu是好盆友,生草字幕组,1,0,1
捧咚杀世界,答案事务所,1,0,1
捧咚杀世界,生命时报,1,1,0
提拉米苏慕斯咖啡,爱好中医,1,1,0
提拉米苏慕斯咖啡,神农养生宝典,1,1,0
揪鸠就酒,生草字幕组,1,0,1
揪鸠就酒,止谣君,1,0,1
揪鸠就酒,梅子在想什么,1,0,1
揪鸠就酒,林步里,1,0,1
揪鸠就酒,Apocalypse-锐,1,1,0
揪鸠就酒,三个老爸实验室,1,1,0
揉脸星人二代目,it-is-truth,1,1,0
揆度奇恒,财经网,1,1,0
推石上山198505,新浪热点,1,1,0
推石上山198505,中国长安网,1,1,0
持有A股十八年盼解套,态度岛,1,1,0
拳殖杀手,极目新闻,1,1,0
拥有鲜花的女孩,扶我起来好吗,1,1,0
拼接峡谷,止谣君,1,0,1
拼接峡谷,拍帮主,1,1,0
拼接峡谷,别梦依稀笑逝川,1,1,0
拼客云Yuntrip,新浪娱乐,1,1,0
拼客云Yuntrip,得意学堂岱珈,1,0,1
挡不住的黑科技,酱紫色饭团,1,1,0
挡不住的黑科技,江卓尔_大号,1,0,1
挡不住的黑科技,林步里,1,1,0
挡不住的黑科技,拍帮主,1,1,0
挡ba股,林步里,1,1,0
挡ba股,中国政府网,1,1,0
挖资本主义墙角的李大锤,挖资本主义墙角的李大锤,1,0,1
挡ba股,it-is-truth,1,1,0
挡不住的黑科技,面相与命运,1,1,0
振花宇,蓝帆小蓝,1,1,0
指事造形,专业戳轮胎熊律师,1,1,0
我谁3,云理食录,1,1,0
我该怎么办升级,针灸匠张宝旬,1,1,0
我该怎么办升级,生草字幕组,1,0,1
我谁3,红星视频,1,1,0
战甲装研菌,碎叫,1,1,0
战无不胜警官号,王虎的舰桥,1,1,0
战无不胜警官号,澎湃新闻,1,1,0
战无不胜警官号,德国Zoe妈妈,1,1,0
战甲装研菌,我是小妖怪的人,1,0,1
截瘫小哥陪妈妈抗癌_治疗中,陳炫達叔叔,1,1,0
戳不破的肉饼,鲍秀兰诊室,1,1,0
戒骄戒躁戒暴食,林步里,1,1,0
戒骄戒躁戒暴食,南海客尘,1,1,0
我的沉香屑,生草字幕组,1,0,1
我看到你就开心呀,燃君RJ,1,1,0
我的松鼠尾巴,卢卡斯-Wang,1,0,1
我的松鼠尾巴,三个老爸实验室,1,0,1
我的心情越来越好,中医纪元,1,1,0
我要买iPhone5,哈布斯堡长脸,1,1,0
我艾BEIJING,中国青年报,1,1,0
我能用打嗝发电,Jokielicious,1,0,1
托塔天王hkn,中医刘茜檬,1,0,1
托福苏巍老师,子陵在听歌,1,1,0
托塔天王hkn,卢卡斯-Wang,1,0,1
托塔天王hkn,生草字幕组,1,0,1
打伞的大姐姐,生草字幕组,1,0,1
找不到答案的时候就找我自己,我是小妖怪的人,1,0,1
扶姐,杨帆教授,1,0,1
承诺像刀伤了人,阿司匹林42195米,1,0,1
承诺像刀伤了人,酱紫色饭团,1,1,0
执梦V,林耘,1,1,0
执本琢光,执本琢光,1,1,0
所爱之人身体健康,林步里,1,1,0
手可摘星辰的木子,财经网,1,1,0
扁担长-板凳宽,风中的厂长,1,1,0
扇子Sashiko,圣蛇杖,1,1,0
手机用户5156352271,钉子1666,1,0,1
手机用户5156352271,生草字幕组,1,1,0
手机用户5156352271,圣蛇杖,1,1,0
才遇小满,新浪热点,1,1,0
无固定等式biubiu,上帝之鹰_5zn,1,0,1
无心简影,肥啾电影,1,1,0
无心简影,生草字幕组,1,0,1
无心wx无心,武汉刘正涛,1,1,0
无名字的恶魔,止谣君,1,0,1
无名字的恶魔,杨帆教授,1,0,1
无双国士1,赵铮-同志,1,1,0
无忧_姐姐,麦穗财经,1,1,0
无敌幸运小番茄,马宝琳谈房颤,1,0,1
无敌幸运小番茄,陕西汉书下酒,1,1,0
无敌幸运小番茄,罗大伦,1,1,0
无敌幸运小番茄,國醫東方,1,0,1
无敌小米周妈妈,阿司匹林42195米,1,0,1
无敌小米周妈妈,央视新闻,1,1,0
无忧alife,梨视频,1,1,0
无所谓呦315,静姐姐吃的学问,1,0,1
无所谓呦315,钉子1666,1,0,1
无所谓呦315,不zuo的ph-4,1,1,0
无所谓呦315,Amy小北京,1,1,0
无所谓呦315,江卓尔_大号,1,0,1
方子强,思明博览,1,1,0
方脑壳邓铂鋆,别梦依稀笑逝川,1,1,0
方脑壳邓铂鋆,Creamy蕉,1,0,1
方脑壳邓铂鋆,Apocalypse-锐,1,1,0
方糖山楂片,石中柔55,1,1,0
方糖山楂片,止谣君,1,0,1
方糖山楂片,it-is-truth,1,1,0
方糖山楂片,Jokielicious,1,0,1
方枪枪的小红花儿,林步里,1,1,0
方枪枪的小红花儿,三个老爸实验室,1,1,0
方枪枪去哪儿了,新浪新闻,1,1,0
新疆察叔,北京日报,1,1,0
方俞伟,生草字幕组,1,0,1
方之夫,方之夫,1,0,1
新知悦生活,新浪新知,1,1,0
方脑壳邓铂鋆,叶盛医生,1,1,0
旗帜飞扬爱生活,阿司匹林42195米,1,0,1
方脑壳邓铂鋆,防疫拉满的厂长,1,1,0
方脑壳邓铂鋆,观察者网,1,1,0
方脑壳邓铂鋆,胜利主义章北海,1,1,0
方脑壳邓铂鋆,现代诗人牛彪,1,1,0
方脑壳邓铂鋆,林步里,1,1,0
旅人与歌丶,旅人与歌丶,1,0,1
日番谷桃子lovetakanori,观察者网,1,0,1
日番谷桃子lovetakanori,刘新征,1,1,0
日本傻事,日本傻事,1,0,1
旧梦千城,人民日报海外版-海外网,1,1,0
日常黑化的晓瓶,新浪热点,1,1,0
日常无用且美好,江氏小盗龙,1,0,1
日日徒然,赤jio熊喵,1,1,0
日日徒然,生草字幕组,1,0,1
日日徒然,止谣君,1,0,1
日日徒然,全世界漂,1,1,0
旱季雨--,Music_Data,1,1,0
旭日阳阳A,开水族馆的生物男,1,1,0
旱鼠不会水,林步里,1,1,0
早已女玄马,江卓尔_大号,1,1,0
早上好各位我是拆家小鹿,三个老爸实验室,1,1,0
早上好各位我是拆家小鹿,拍帮主,1,0,1
早睡早起长头发噜,早睡早起长头发噜,1,1,0
早熟,最爱你的时候_,1,1,0
无穷的探索2,韬闻,1,1,0
无穷的探索2,近卫步兵师,1,1,0
无穷的探索2,止谣君,1,0,1
无穷的探索2,星话大白,1,1,0
无穷的探索2,拍帮主,1,1,0
无穷的探索2,地瓜熊老六,1,0,1
无穷的探索2,三个老爸实验室,1,1,0
无渐次,张作风流行病学教授UCLA,1,0,1
无渐次,子陵在听歌,1,1,0
无渐次,圣蛇杖,1,1,0
无渐次,南海客尘,1,1,0
无法顺利起名的0825,酱紫色饭团,1,1,0
无相无念不不不,花影恨月光1,1,1,0
无痕阅盘,阿司匹林42195米,1,0,1
无言的发冷,环球时报,1,1,0
无角螭,全世界漂,1,1,0
无苏打不成绿,生草字幕组,1,0,1
无趣退出,三个老爸实验室,1,1,0
支持爱国爱港的普通人,上帝之鹰_5zn,1,0,1
改什么名字1998,石浩强教你合理用药,1,1,0
改亻十么名字,澎湃新闻,1,1,0
撩妹高手薄喵喵,宝宝猫嗷污,1,0,1
撩妹高手薄喵喵,三思柯南,1,1,0
擬態常夜燈,生草字幕组,1,0,1
擦擦拉丁,泡儿小狗,1,1,0
故乡变奏曲2018,江医养生,1,1,0
放飞心情12,大象新闻,1,1,0
敏妹一一A,敏妹一一A,1,0,1
放一屋衣物,放一屋衣物,1,1,0
摇下摇下,生草字幕组,1,0,1
搁浅脆脆鲨_,四爷就是准,1,0,1
摸摸花菜,新浪娱乐,1,1,0
摸出四文大钱,李苦舟,1,1,0
撒撒是小王子,我是小妖怪的人,1,0,1
摩羯座-李唐,一支上上灵签,1,1,0
斜杠青年郭某某,斜杠青年郭某某,1,0,1
斯卡希,中医田应旭,1,0,1
文艺不会狗带但是文艺逼会,tombkeeper,1,1,0
文民的兔,安尔朵,1,1,0
新征程涛叔,中医纪元,1,1,0
新叶天天长老--李日新,马宝琳谈房颤,1,1,0
新叶天天长老--李日新,飞龙中医,1,0,1
新浪热点,消化内科王伯军大夫,1,1,0
新浪热点,杨宁医生,1,0,1
新浪热点,寒江独钓僧,1,1,0
新浪健康,石浩强教你合理用药,1,1,0
新叶天天长老--李日新,邱烈泽寻药记,1,1,0
斯盖肉,阿司匹林42195米,1,0,1
新叶天天长老--李日新,時光古典,1,0,1
新叶天天长老--李日新,中医田应旭,1,0,1
新叶天天长老--李日新,中医医门似海,1,1,0
敬畏自然168,全世界漂,1,1,0
敬畏自然168,Kainin20221027,1,1,0
数控铣床云南白药,钉子1666,1,0,1
数控铣床云南白药,林步里,1,1,0
数控铣床云南白药,我是小妖怪的人,1,0,1
数乘组合,联合国,1,1,0
数据丧失_无事忙俱乐部隐藏会员,莲子白鹤,1,1,0
数字兄可尼玛算惹,Jokielicious,1,0,1
数控铣床云南白药,三个老爸实验室,1,0,1
教育心理学投资爱好者,拙手偶得,1,1,0
教授老头,韬闻,1,1,0
教授老头,谦卑侯爷,1,1,0
文尔Neco,文尔Neco,1,0,1
文明三门峡市第三中学,人民日报,1,1,0
文化人永远不会错,央视新闻,1,1,0
文化人总有高见,生草字幕组,1,0,1
悟后修为道,方脑壳邓铂鋆,1,1,0
悠悠南山下0755,澎湃新闻,1,1,0
悠之燃,专业戳轮胎熊律师,1,1,0
悠之燃,钉子1666,1,0,1
恶魔灯笼,阿司匹林42195米,1,0,1
恶魔灯笼,观察者网,1,0,1
恶魔灯笼,止谣君,1,0,1
恶魔灯笼,子陵在听歌,1,1,0
恶猫咪2000,钉子1666,1,0,1
恶猫咪2000,四川魏静,1,1,0
恶魔灯笼,唐律疏议V,1,0,1
悟X菌丝,启贺,1,0,1
悖论Nano,钉子1666,1,0,1
悄悄在远方的小明哥,呼吸科叶亮医生,1,1,0
悄悄在远方的小明哥,Apocalypse-锐,1,1,0
您好您好您好呀,针灸匠张宝旬,1,1,0
悦读人生8,科学未来人,1,1,0
悬壶恬妞,神嘛事儿,1,1,0
悬壶恬妞,李鸿政,1,1,0
悬壶恬妞,全世界漂,1,1,0
悦如舞,观察者网,1,0,1
悦如舞,方脑壳邓铂鋆,1,1,0
悦如舞,全世界漂,1,1,0
悦如舞,polyhedron,1,0,1
悠长假期RITA,黄安,1,1,0
总归寂静,生草字幕组,1,0,1
恁咋搞的,中国青年报,1,1,0
怪蜀黍老囧曾,止谣君,1,0,1
怪蜀黍老囧曾,中医徐柏杨,1,0,1
总归寂静,卢卡斯-Wang,1,0,1
总归寂静,Jokielicious,1,0,1
总在倒数,总在倒数,1,1,0
怪蜀黍老囧曾,理白君,1,1,0
怪蜀黍老囧曾,阿司匹林42195米,1,0,1
恬醉_,Creamy蕉,1,0,1
恬然自安入翠微,领事闲谈,1,1,0
恬然自安入翠微,韬闻,1,1,0
恬然自安入翠微,答案事务所,1,0,1
恬然自安入翠微,生草字幕组,1,0,1
恬然自安入翠微,it-is-truth,1,1,0
恬淡荷心,林步里,1,1,0
恬然自安入翠微,余亮-余不是大钊,1,0,1
恬淡荷心,人民日报,1,1,0
恐怖大魔王--,江山--戴老板,1,1,0
恍若隔世的注解-,哈布斯堡长脸,1,1,0
恬淡荷心,三个老爸实验室,1,1,0
恩赐的第四课,现代诗人牛彪,1,1,0
恩赐的第四课,止谣君,1,0,1
想要疯狂吃粮,想要疯狂吃粮,1,1,0
想要每天的天气都像夏天一样,Ericaliga,1,1,0
想要快乐的一只十三,答案事务所,1,0,1
意志力无下限的废物,三个老爸实验室,1,0,1
意在阑珊,陕西汉书下酒,1,1,0
愛吥會麳,奔现,1,1,0
意似绮罗生,医伴旅,1,1,0
想都没想转身我就跑,失眠狸,1,1,0
想都没想转身我就跑,娜娜子小朋友,1,1,0
愁小多丶,我是小妖怪的人,1,0,1
惠嫔_BlingBlingAbby延禧宫主位,生草字幕组,1,0,1
想不明白就算了,我是小妖怪的人,1,0,1
想不明白就算了,妙不可言_勿忘她,1,1,0
想不出就不要想了,想不出就不要想了,1,1,0
想名字的金鱼,生草字幕组,1,0,1
想吃小熊伴价,新浪健康,1,1,0
想回武汉吃豆皮烧梅热干面啊,央视网,1,1,0
想到处溜达的懒猫,谦卑侯爷,1,0,1
想到处溜达的懒猫,上帝之鹰_5zn,1,0,1
心语48676,智慧科技迷,1,1,0
心若金城,孤鸿泽v2,1,1,0
心清则静75404,康大夫-悟道中医,1,1,0
心海真情2012,胥荣东主任医师,1,1,0
心竹尘香,生草字幕组,1,0,1
心盈2030,万事支持哥,1,1,0
忠爱自由,老马自奋蹄,1,1,0
快乐de小丸子O,生草字幕组,1,0,1
忌辛辣TaTa,有个梨GPT,1,1,0
忠厚传家民心所向人民仁义,中国蓝新闻,1,1,0
忠义双全袁宫保,方脑壳邓铂鋆,1,1,0
忙里偷闲不得闲的阿宝,方脑壳邓铂鋆,1,1,0
忘我在,忘我在,1,1,0
心塞侠井远,三个老爸实验室,1,1,0
心动指南录-,围脖三年用户,1,0,1
心想事成万事如意666加油,中医的那一片天,1,1,0
心心念念gpfbfb,忆果缘M19,1,1,0
心平气和莫要焦虑,陈总是搞事,1,0,1
心平气和莫要焦虑,中国网,1,1,0
心情很好的大娘,陕西汉书下酒,1,1,0
心恒言若,央视网,1,1,0
心恒言若,Cool我One族,1,0,1
心怡悠游,新浪健康,1,1,0
心恒言若,运动康复陈老师,1,1,0
思思-sisizi,答案事务所,1,0,1
思思-sisizi,Makh_Yan,1,1,0
思念是种原野,上帝之鹰_5zn,1,1,0
思域在途安嘛,新浪健康,1,1,0
思坊菜AND思坊瑜伽,DB浩浩耗,1,0,1
怀闲念同,蓝帆小蓝,1,1,0
怀闲念同,林步里,1,1,0
怀闲念同,三个老爸实验室,1,0,1
怀闲念同,Jokielicious,1,0,1
怎么称呼随你,林步里,1,1,0
怎么称呼随你,我是小妖怪的人,1,0,1
怎么称呼随你,Creamy蕉,1,0,1
怎么昵称又又又被占用了,林步里,1,1,0
怡養淺習,神农养生宝典,1,1,0
思想在远方001,我是笑笑呀_1999,1,1,0
怡味薯蓣锦,防疫拉满的厂长,1,1,0
怡味薯蓣锦,观察者网,1,1,0
怡味薯蓣锦,罗大伦,1,1,0
怡味薯蓣锦,皇汉1976,1,0,1
怡味薯蓣锦,燃君RJ,1,1,0
怡味薯蓣锦,新浪娱乐,1,1,0
思涨红,神农养生宝典,1,1,0
怡味薯蓣锦,天天天谢,1,1,0
思想在远方001,老刘答问,1,1,0
思想在远方001,红色经典白,1,1,0
思想在远方001,生草字幕组,1,0,1
怡味薯蓣锦,大耳朵中医,1,0,1
怡味薯蓣锦,圣蛇杖,1,1,0
怡味薯蓣锦,三个老爸实验室,1,0,1
怡味薯蓣锦,it-is-truth,1,1,0
快乐的豆包包,忆果缘M19,1,1,0
快乐农妇,一条,1,1,0
快乐八宝饭,答案事务所,1,0,1
快乐八宝饭,生草字幕组,1,0,1
快乐八宝饭,止谣君,1,0,1
快乐安妮2010,林步里,1,1,0
快乐安妮2010,中医纪元,1,1,0
快乐安妮2010,中医田应旭,1,0,1
念芙待夏微,奶霸知道,1,1,0
念念长生,中国青年报,1,1,0
快看这个人疯了,一玶海岸,1,1,0
忱忱晚安,盖世英雄玉椒龙,1,1,0
我才知道原来英超的天是秃的,肥啾电影,1,1,0
我是80不厚,中医纪元,1,1,0
我是小姬啊,我是小姬啊,1,1,0
我是小园儿,上帝之鹰_5zn,1,0,1
我是希尔瑞思,拍帮主,1,1,0
我是希尔瑞思,小新自宅江户川,1,1,0
我是希尔瑞思,小嘛小二浪呦,1,1,0
我是希尔瑞思,国际在线新闻,1,1,0
我是希尔瑞思,国是直通车,1,1,0
我是希尔瑞思,华商报,1,1,0
我是希尔瑞思,你好台湾网,1,1,0
我是希尔瑞思,人民日报海外版-海外网,1,1,0
我是希尔瑞思,中国新闻网,1,1,0
我是希尔瑞思,中国侨网,1,1,0
我是希尔瑞思,三个老爸实验室,1,1,0
我是侯萌萌,我是侯萌萌,1,1,0
我是佩儿,我是佩儿,1,0,1
我已经蠢蠢欲动,方脑壳邓铂鋆,1,1,0
我就笑笑不说话丫,我就笑笑不说话丫,1,0,1
我家没猫啊,子陵在听歌,1,1,0
我就是个死人,我就是个死人,1,0,1
我才是小皮球香蕉梨,我才是小皮球香蕉梨,1,1,0
我想销号销不了,忆果缘M19,1,1,0
我爱丫丫悟,科技日报,1,1,0
我爱丫丫悟,生发微机,1,1,0
我爱丫丫悟,圣蛇杖,1,1,0
我爱丫丫悟,事情原来是这样的,1,1,0
我爱丫丫悟,中医刘茜檬,1,0,1
我是希尔瑞思,摘日者,1,1,0
我滴利利利利利利,生草字幕组,1,0,1
我没有十元里美,活粒部落,1,1,0
我没有十元里美,我没有十元里美,1,1,0
我爱丫丫悟,针灸匠张宝旬,1,1,0
我本孤獨何懼寂寞,新浪新闻,1,1,0
我有一座长满石莲的小院,NOSTUPID3,1,1,0
我有明珠两颗2,阿司匹林42195米,1,0,1
我欲依然,林步里,1,1,0
我本孤獨何懼寂寞,陳炫達叔叔,1,1,0
我欲乘风破浪踏破黄沙海洋,WattHour,1,1,0
我校哲学系,刘新征,1,1,0
我本无心想象明月,梅子在想什么,1,0,1
我本无心想象明月,师伟微博,1,1,0
我的双脚像踩着沙,林步里,1,1,0
我爱顾凯辉,方脑壳邓铂鋆,1,1,0
我爱精神分析,澎湃新闻,1,1,0
我是江小五,老出差的程序员,1,1,0
我是来看耍猴的没成想被猴耍,生草字幕组,1,1,0
我是希尔瑞思,联合国新闻中心,1,1,0
我是希尔瑞思,红星视频,1,1,0
我是希尔瑞思,盖世英雄玉椒龙,1,1,0
我是希尔瑞思,界面新闻,1,1,0
我是希尔瑞思,澳大利亚SBS广播公司,1,1,0
我是希尔瑞思,每日医学资讯,1,1,0
我是希尔瑞思,梨视频,1,1,0
我是希尔瑞思,新浪热点,1,1,0
我是希尔瑞思,新浪新闻,1,1,0
我是希尔瑞思,新华网,1,1,0
我是希尔瑞思,澎湃新闻,1,1,0
我是文采风流的小云,方脑壳邓铂鋆,1,1,0
我是希尔瑞思,观察者网,1,1,0
我是希尔瑞思,香港商報網,1,1,0
我是希尔瑞思,领事闲谈,1,1,0
我是希尔瑞思,韬闻,1,1,0
我是黑则酩,没有外援到终究之战,1,1,0
我是黑则酩,得意的弦小二,1,0,1
我是黑则酩,困难挡不住精神,1,1,0
我是黑则酩,Kainin20221027,1,1,0
我有3颗泪痣,三湘都市报,1,1,0
我是美囡她亲夫,每日经济新闻,1,1,0
我是自愿开初号机的,横卧的灰狸,1,1,0
懒癌晚期治愈中,Creamy蕉,1,0,1
憨憨的小贝96,阿司匹林42195米,1,0,1
懒妞不懒呢,马宝琳谈房颤,1,0,1
成人内科徐永聪,Jokielicious,1,0,1
戏言小熊猫,阿司匹林42195米,1,0,1
成都市疾病预防控制中心,健康成都官微,1,1,0
成田yoyo,生草字幕组,1,0,1
戈壁滩上一只狮子,林步里,1,1,0
戏言小熊猫,方脑壳邓铂鋆,1,1,0
戏于鞍·,喀斯特地带,1,1,0
愿重归混沌,生草字幕组,1,1,0
慌则乱急则疲三代目,腾讯新闻财约你,1,0,1
慌则乱急则疲三代目,上海徐汇发布,1,1,0
慈溪静姨,马宝琳谈房颤,1,0,1
慈溪静姨,青梧桐,1,1,0
慈溪静姨,大道如水,1,1,0
慈海教育蔡茜,大众新闻-半岛都市报,1,1,0
感觉到海,感觉到海,1,1,0
感染科医生张佳莹,子陵在听歌,1,1,0
感悟人生哲理2021,生草字幕组,1,0,1
感悟人生哲理2021,意大利华裔郭医生,1,1,0
感悟人生哲理2021,微博医生社区,1,0,1
愤怒的火车头6688,用户2733751065,1,1,0
慢慢跑的大蜗牛,林步里,1,1,0
慧星哈雷,广东广播电视台,1,1,0
慢跑慢跑的我,慢跑慢跑的我,1,1,0
慕容小青,生草字幕组,1,0,1
慕契2018,三个老爸实验室,1,1,0
我只是号色怎么了,我只是号色怎么了,1,1,0
我叫白天涯,草民插头,1,1,0
我俗的很快乐,方脑壳邓铂鋆,1,1,0
我俗的很快乐,三个老爸实验室,1,1,0
我去2k年,哈布斯堡长脸,1,1,0
我决定要早睡了,白鹿视频,1,1,0
我在龙门上夜班,抵达恐惧边缘,1,1,0
我头像可爱吗,翟医师,1,1,0
我头像可爱吗,罗百竹,1,0,1
我叫诸同学,参考消息,1,1,0
我和头像一样萌,方脑壳邓铂鋆,1,1,0
成长的小虫虫,康斯坦丁,1,1,0
我一定会有三花喵的,开水族馆的生物男,1,1,0
我一定会有三花喵的,V闪闪,1,1,0
我一个人的海阔天空,张作风流行病学教授UCLA,1,0,1
我一定会有三花喵的,林步里,1,1,0
我们的幸福路,生草字幕组,1,0,1
我们永裴的美少熊VV,林步里,1,1,0
我也只是逛逛,我也只是逛逛,1,1,0
我也想早点睡啊啊啊,白鹿视频,1,1,0
杨琴不懂琴,大耳朵中医,1,0,1
杭之冯玥希望我好自为之,不zuo的ph-4,1,1,0
杭之冯玥希望我好自为之,三湘都市报,1,1,0
杨雨非非,叶盛医生,1,1,0
杨擦擦发大财,Creamy蕉,1,1,0
杨微鲤,江卓尔_大号,1,0,1
杨广路平,金陵郭健,1,0,1
東華東fatcat,三个老爸实验室,1,1,0
東方舞的東方,晓旋枫,1,1,0
東方舞的東方,Kainin20221027,1,1,0
東華東fatcat,防疫拉满的厂长,1,1,0
松影工作室,冰临神下的微博,1,1,0
杯和钙,止谣君,1,0,1
杭州发布,浙江发布,1,1,0
杭州任二登,寰亚SYHP,1,1,0
来一杯营养剂218,现代诗人牛彪,1,1,0
来一杯营养剂218,星话大白,1,1,0
来一杯营养剂218,方脑壳邓铂鋆,1,1,0
来去之间,答案事务所,1,0,1
来去之间,我是小妖怪的人,1,0,1
来去之间,张作风流行病学教授UCLA,1,0,1
来去之间,医伴旅,1,1,0
来份辣鸡翅,方脑壳邓铂鋆,1,1,0
来去之间,阿司匹林42195米,1,0,1
杜氏板厂世界和平,美国创业者,1,1,0
条条呆鹅酱,条条呆鹅酱,1,1,0
来碗饸络面,陕西汉书下酒,1,1,0
杨七郎微博,杨七郎微博,1,0,1
来来来喝完一杯还有一杯,猴大宝,1,1,0
来来来喝完一杯还有一杯,熊猫白露,1,1,0
来来来喝完一杯还有一杯,星话大白,1,1,0
来来来喝完一杯还有一杯,意大利华裔郭医生,1,1,0
来来来喝完一杯还有一杯,呼吸科大夫胡洋,1,1,0
来来往往202308,风中的厂长,1,1,0
来碗饸络面,罗大伦,1,1,0
来处去处丶,奶霸知道,1,1,0
来碗饸络面,國醫東方,1,0,1
来碗饸络面,南海客尘,1,1,0
来碗饸络面,中医营养师王磊,1,1,0
来碗饸络面,中医医门似海,1,1,0
来来来喝完一杯还有一杯,生草字幕组,1,0,1
来来来喝完一杯还有一杯,老出差的程序员,1,1,0
林步里,呼吸科叶亮医生,1,1,0
林步里,不zuo的ph-4,1,1,0
林步里,it-is-truth,1,1,0
林步里,WattHour,1,1,0
林步里,平原公子赵胜,1,1,0
林步里,雪冰杰,1,1,0
林步里,防疫拉满的厂长,1,1,0
林步里,生草字幕组,1,0,1
林妤芬LinYuFen,我是小妖怪的人,1,0,1
林晓海瑜伽行者,林晓海瑜伽行者,1,1,0
果子精灵-量子世界,鬼谷子兔爷,1,1,0
果子精灵-量子世界,静姐姐吃的学问,1,0,1
林鹿鹿小姐,爱好中医,1,1,0
果与贼,拍帮主,1,1,0
松鹤延年SH,杨帆教授,1,0,1
松鹤延年SH,星话大白,1,1,0
极客红石,Jokielicious,1,1,0
极客红石,Creamy蕉,1,0,1
极品风尚,林步里,1,1,0
极乐鸟-爱画画,DB浩浩耗,1,0,1
松栗奶芙酱w,松栗奶芙酱w,1,1,0
松果咙咚呛咚呛,李爷无为,1,0,1
松果咙咚呛咚呛,三个老爸实验室,1,1,0
松果儿ufo,南海客尘,1,1,0
松烟WHITE,松烟WHITE,1,1,0
林中的霞光,飞龙中医,1,0,1
林下听涛--瑶月见执圭,刘新征,1,1,0
林-瑜璟,止谣君,1,0,1
林喜喜,方脑壳邓铂鋆,1,1,0
林哥猎人,平原公子赵胜,1,1,0
极电,肥啾电影,1,1,0
极客红石,钢七连的高老七,1,1,0
极客红石,胜利主义章北海,1,1,0
极客红石,李苦舟,1,1,0
极客红石,摘日者,1,1,0
极客红石,北京网络举报,1,1,0
枕上的小白,星话大白,1,1,0
本号作废注销中,电影拆台君,1,0,1
未来可期-欣爷,每日经济新闻,1,1,0
未识古人煎水意,得意的弦小二,1,0,1
朱理明-中医肿瘤君,傅延龄,1,1,0
朱理明-中医肿瘤君,人民日报健康客户端,1,1,0
朱漆方台,阿妹壮士,1,1,0
朱漆方台,酱紫色饭团,1,1,0
朱漆方台,赵皓阳-Moonfans,1,0,1
朱漆方台,生草字幕组,1,0,1
朱漆方台,梅子在想什么,1,0,1
朱漆方台,日本傻事,1,0,1
朱漆方台,方脑壳邓铂鋆,1,1,0
朱漆方台,寒江独钓僧,1,1,0
朱漆方台,全世界漂,1,1,0
朱海峤医生,深钉空净磊哥,1,1,0
朱漆方台,答案事务所,1,0,1
本年度没有昵称,曦阳思慕,1,1,0
未挽_1998,又简单又趣闻的昵称,1,0,1
木灯霞飞,答案事务所,1,0,1
木灯霞飞,生草字幕组,1,1,0
木棉崽崽为什么,阿司匹林42195米,1,0,1
木晶晶2020,齐鲁青未了-3,1,0,1
木晶晶2020,针灸匠张宝旬,1,1,0
木晶晶2020,中医田应旭,1,0,1
木木婴月想吃肥牛,星话大白,1,1,0
木木_雲好可爱bot,我是小妖怪的人,1,0,1
木木兮可可,无边桃炎,1,1,0
未挽_1998,一路为医,1,1,0
未央roxanne,生命时报,1,1,0
木烨彌,阿妹壮士,1,1,0
木烨彌,碎叫,1,1,0
木烨彌,生草字幕组,1,0,1
