date,n_mainstream_posts,n_wemedia_posts,n_public_posts,mainstream_risk,wemedia_risk,public_H
2022-03-01,3,0,1,0.0,,0.0
2022-03-02,3,0,4,0.0,,0.25
2022-03-03,1,0,2,0.0,,0.0
2022-03-04,3,0,1,0.0,,0.0
2022-03-05,2,0,0,0.0,,
2022-03-06,5,0,3,0.0,,0.0
2022-03-07,0,1,2,,0.0,0.5
2022-03-08,0,1,1,,1.0,1.0
2022-03-09,3,1,7,0.3333333333333333,1.0,0.14285714285714285
2022-03-10,5,0,3,0.0,,0.0
2022-03-11,1,0,1,0.0,,0.0
2022-03-12,2,1,0,0.0,0.0,
2022-03-13,1,1,8,0.0,1.0,0.125
2022-03-14,79,337,872,0.6455696202531646,0.5637982195845698,0.25229357798165136
2022-03-15,7,11,20,0.42857142857142855,0.5454545454545454,0.15
2022-03-16,9,7,14,0.2222222222222222,0.2857142857142857,0.21428571428571427
2022-03-17,3,2,7,0.0,0.0,0.14285714285714285
2022-03-18,4,5,2,0.0,0.2,0.0
2022-03-19,14,2,5,0.07142857142857142,0.0,0.2
2022-03-20,5,8,4,0.0,0.0,0.0
2022-03-21,10,2,7,0.1,0.5,0.14285714285714285
2022-03-22,5,1,4,0.2,0.0,0.0
2022-03-23,12,3,11,0.0,0.3333333333333333,0.18181818181818182
2022-03-24,19,5,6,0.0,0.2,0.16666666666666666
2022-03-25,3,6,4,0.0,0.3333333333333333,0.25
2022-03-26,0,1,4,,1.0,0.0
2022-03-27,3,1,4,0.0,0.0,0.25
2022-03-28,5,0,6,0.4,,0.16666666666666666
2022-03-29,3,0,2,0.3333333333333333,,0.0
2022-03-30,12,1,3,0.0,0.0,0.0
2022-03-31,11,3,2,0.0,0.0,0.0
2022-04-01,12,3,7,0.08333333333333333,0.0,0.0
2022-04-02,9,5,4,0.0,0.2,0.25
2022-04-03,6,0,4,0.3333333333333333,,0.25
2022-04-04,34,7,11,0.08823529411764706,0.2857142857142857,0.09090909090909091
2022-04-05,7,2,8,0.2857142857142857,0.5,0.125
2022-04-06,27,6,6,0.07407407407407407,0.16666666666666666,0.0
2022-04-07,10,5,6,0.0,0.0,0.16666666666666666
2022-04-08,8,1,3,0.125,1.0,0.3333333333333333
2022-04-09,6,2,6,0.0,0.5,0.3333333333333333
2022-04-10,5,1,7,0.0,1.0,0.2857142857142857
2022-04-11,2,2,4,0.0,0.0,0.25
2022-04-12,5,0,3,0.4,,0.0
2022-04-13,9,5,0,0.1111111111111111,0.2,
2022-04-14,5,0,0,0.2,,
2022-04-15,11,0,7,0.18181818181818182,,0.2857142857142857
2022-04-16,4,1,2,0.25,0.0,0.0
2022-04-17,42,9,13,0.047619047619047616,0.1111111111111111,0.07692307692307693
2022-04-18,22,2,8,0.2727272727272727,0.0,0.0
2022-04-19,36,13,17,0.16666666666666666,0.3076923076923077,0.11764705882352941
2022-04-20,3,2,3,0.0,0.0,0.0
2022-04-21,3,1,1,1.0,0.0,0.0
2022-04-22,7,0,5,0.0,,0.0
2022-04-23,35,4,7,0.5428571428571428,0.25,0.2857142857142857
2022-04-24,48,1,14,0.3958333333333333,0.0,0.0
2022-04-25,59,9,13,0.6101694915254238,0.3333333333333333,0.0
2022-04-26,52,6,11,0.23076923076923078,0.3333333333333333,0.09090909090909091
2022-04-27,29,4,8,0.3448275862068966,0.25,0.125
2022-04-28,71,6,10,0.39436619718309857,0.3333333333333333,0.1
2022-04-29,22,2,2,0.4090909090909091,0.0,0.0
2022-04-30,27,2,2,0.037037037037037035,0.0,0.0
2022-05-01,25,5,6,0.52,0.2,0.0
2022-05-02,19,1,5,0.5263157894736842,1.0,0.0
2022-05-03,47,6,5,0.02127659574468085,0.16666666666666666,0.0
2022-05-04,46,7,3,0.3695652173913043,0.2857142857142857,0.0
2022-05-05,64,2,8,0.390625,0.0,0.0
2022-05-06,40,3,3,0.15,0.0,0.0
2022-05-07,46,2,9,0.21739130434782608,0.0,0.2222222222222222
2022-05-08,30,3,5,0.16666666666666666,0.0,0.0
2022-05-09,40,3,10,0.025,0.3333333333333333,0.0
2022-05-10,50,1,10,0.18,0.0,0.1
2022-05-11,42,8,5,0.5952380952380952,0.375,0.0
2022-05-12,37,3,7,0.21621621621621623,0.3333333333333333,0.0
2022-05-13,33,2,6,0.5757575757575758,0.5,0.16666666666666666
2022-05-14,23,1,3,0.782608695652174,1.0,0.0
2022-05-15,26,3,5,0.0,0.0,0.0
2022-05-16,51,6,4,0.11764705882352941,0.0,0.0
2022-05-17,5,1,0,0.2,0.0,
2022-05-18,40,5,4,0.125,0.0,0.0
2022-05-19,5,0,0,0.2,,
2022-05-20,7,2,3,0.2857142857142857,0.5,0.0
2022-05-21,1,0,1,1.0,,0.0
2022-05-22,27,5,1,0.037037037037037035,0.0,0.0
2022-05-23,4,0,9,0.5,,0.1111111111111111
2022-05-24,44,3,6,0.20454545454545456,0.3333333333333333,0.16666666666666666
2022-05-25,2,0,2,1.0,,0.0
2022-05-26,48,7,10,0.10416666666666667,0.14285714285714285,0.0
2022-05-27,11,0,4,0.2727272727272727,,0.0
2022-05-28,4,1,1,0.25,0.0,0.0
2022-05-29,6,1,0,0.5,0.0,
2022-05-30,3,0,2,0.6666666666666666,,0.0
2022-05-31,8,1,8,0.75,0.0,0.0
2022-06-01,2,0,5,0.0,,0.0
2022-06-02,7,1,2,0.2857142857142857,0.0,0.0
2022-06-03,2,0,0,0.0,,
2022-06-04,3,0,1,0.0,,0.0
2022-06-05,2,2,4,0.0,0.0,0.0
2022-06-06,0,0,1,,,0.0
2022-06-07,2,1,0,1.0,0.0,
2022-06-08,2,0,1,0.0,,0.0
2022-06-09,6,0,0,0.6666666666666666,,
2022-06-10,2,0,0,0.0,,
2022-06-11,2,0,0,1.0,,
2022-06-12,0,0,4,,,0.0
2022-06-13,2,0,5,1.0,,0.0
2022-06-14,1,2,2,0.0,0.0,0.0
2022-06-15,3,0,0,0.6666666666666666,,
2022-06-17,2,2,0,0.0,0.5,
2022-06-18,1,0,2,0.0,,0.0
2022-06-19,1,0,0,0.0,,
2022-06-20,5,0,0,0.6,,
2022-06-21,6,0,4,1.0,,0.75
2022-06-22,1,1,7,0.0,0.0,0.42857142857142855
2022-06-23,3,4,0,0.0,0.0,
2022-06-24,3,2,0,0.0,0.0,
2022-06-25,1,0,0,0.0,,
2022-06-26,5,1,0,0.4,0.0,
2022-06-27,3,0,0,0.0,,
2022-06-28,2,1,0,0.0,0.0,
2022-06-29,4,1,0,0.0,0.0,
2022-06-30,3,1,0,0.0,0.0,
2022-07-01,1,0,1,0.0,,0.0
2022-07-02,2,0,1,0.0,,0.0
2022-07-03,2,0,1,0.0,,0.0
2022-07-04,4,1,4,0.5,1.0,0.75
2022-07-05,6,0,1,0.0,,1.0
2022-07-06,3,0,3,0.3333333333333333,,0.0
2022-07-07,4,0,3,0.0,,0.3333333333333333
2022-07-08,2,0,3,0.0,,0.3333333333333333
2022-07-09,5,1,5,0.0,1.0,0.0
2022-07-10,5,3,1,0.0,1.0,0.0
2022-07-11,3,0,2,0.0,,0.0
2022-07-12,6,0,4,0.5,,0.0
2022-07-13,4,0,1,0.25,,0.0
2022-07-14,2,0,2,0.0,,0.0
2022-07-15,2,1,4,0.0,0.0,0.25
2022-07-16,2,0,3,0.5,,0.6666666666666666
2022-07-17,0,0,4,,,0.25
2022-07-18,0,0,5,,,0.6
2022-07-19,3,0,1,0.3333333333333333,,0.0
2022-07-20,3,1,6,0.6666666666666666,1.0,0.5
2022-07-21,3,3,1,0.3333333333333333,0.3333333333333333,0.0
2022-07-22,5,0,2,0.2,,0.0
2022-07-23,8,2,3,0.125,0.0,0.0
2022-07-24,15,5,0,0.26666666666666666,0.0,
2022-07-25,7,5,1,0.2857142857142857,0.2,0.0
2022-07-26,5,2,1,0.0,0.0,0.0
2022-07-27,4,3,2,0.25,0.0,1.0
2022-07-28,9,2,0,0.2222222222222222,0.0,
2022-07-29,5,1,4,0.6,1.0,0.0
2022-07-30,1,0,0,0.0,,
2022-07-31,0,0,2,,,0.0
2022-08-01,1,0,0,0.0,,
2022-08-02,0,0,1,,,0.0
2022-08-03,4,0,5,0.75,,0.0
2022-08-04,2,0,1,0.5,,0.0
2022-08-05,6,1,1,0.16666666666666666,0.0,0.0
2022-08-06,0,0,2,,,0.0
2022-08-07,0,0,1,,,0.0
2022-08-08,0,1,2,,0.0,0.0
2022-08-09,3,0,1,0.0,,1.0
2022-08-10,5,2,6,1.0,0.5,0.16666666666666666
2022-08-11,1,3,10,0.0,0.6666666666666666,0.2
2022-08-12,2,0,3,0.0,,0.0
2022-08-13,0,0,2,,,0.5
2022-08-14,0,1,5,,0.0,0.0
2022-08-15,3,0,8,0.0,,0.125
2022-08-16,2,0,4,1.0,,0.0
2022-08-17,4,0,4,0.5,,0.75
2022-08-18,2,1,4,0.0,1.0,0.5
2022-08-19,4,0,2,0.0,,0.0
2022-08-20,0,2,0,,0.5,
2022-08-21,2,1,0,0.0,1.0,
2022-08-22,6,0,2,0.0,,0.0
2022-08-23,3,2,3,0.3333333333333333,0.0,0.0
2022-08-24,2,1,3,0.5,0.0,0.3333333333333333
2022-08-25,20,1,1,0.0,0.0,0.0
2022-08-26,6,0,2,0.16666666666666666,,0.0
2022-08-27,4,1,0,0.75,0.0,
2022-08-28,1,1,4,0.0,1.0,0.0
2022-08-29,1,1,3,0.0,0.0,0.0
2022-08-30,3,1,4,0.3333333333333333,1.0,0.0
2022-08-31,4,1,2,0.0,0.0,0.0
2022-09-01,3,1,3,0.3333333333333333,1.0,0.0
2022-09-02,3,3,2,0.6666666666666666,0.3333333333333333,0.0
2022-09-03,0,1,1,,1.0,0.0
2022-09-04,7,1,5,0.0,0.0,0.0
2022-09-05,14,2,0,0.0,0.5,
2022-09-06,3,0,4,0.3333333333333333,,0.25
2022-09-07,3,5,2,0.0,0.6,0.5
2022-09-08,2,1,2,0.5,0.0,0.5
2022-09-09,4,1,1,0.25,1.0,0.0
2022-09-10,0,1,3,,0.0,0.0
2022-09-11,1,1,3,0.0,0.0,0.0
2022-09-12,1,0,3,0.0,,0.3333333333333333
2022-09-13,4,2,3,0.0,0.0,0.0
2022-09-14,0,1,5,,0.0,0.0
2022-09-15,4,1,2,0.0,0.0,0.0
2022-09-16,3,1,4,0.0,1.0,0.0
2022-09-17,1,0,3,0.0,,0.0
2022-09-18,0,1,5,,1.0,0.2
2022-09-19,1,1,2,0.0,0.0,0.0
2022-09-20,5,1,9,0.6,1.0,0.5555555555555556
2022-09-21,2,3,57,0.5,1.0,0.42105263157894735
2022-09-22,4,2,11,0.5,1.0,0.09090909090909091
2022-09-23,2,0,3,0.5,,0.3333333333333333
2022-09-24,3,0,3,1.0,,0.0
2022-09-25,7,3,2,0.8571428571428571,0.6666666666666666,0.0
2022-09-26,7,2,1,0.5714285714285714,0.5,0.0
2022-09-27,4,0,2,0.0,,0.0
2022-09-28,3,0,3,0.0,,0.3333333333333333
2022-09-29,0,0,1,,,0.0
2022-09-30,0,0,2,,,0.0
2022-10-01,3,0,2,0.3333333333333333,,0.0
2022-10-02,1,0,4,0.0,,0.5
2022-10-03,1,0,2,0.0,,1.0
2022-10-04,1,0,2,0.0,,1.0
2022-10-05,2,0,2,0.0,,0.5
2022-10-06,3,0,1,0.6666666666666666,,0.0
2022-10-07,4,0,2,0.0,,0.0
2022-10-08,5,1,2,0.0,0.0,0.0
2022-10-09,4,1,8,0.25,1.0,0.25
2022-10-10,6,5,4,0.16666666666666666,0.6,0.5
2022-10-11,8,4,6,0.375,0.75,0.3333333333333333
2022-10-12,6,0,2,0.0,,0.0
2022-10-13,4,3,19,0.5,0.6666666666666666,0.10526315789473684
2022-10-14,93,97,269,0.6451612903225806,0.7319587628865979,0.15613382899628253
2022-10-15,4,18,14,0.25,0.16666666666666666,0.35714285714285715
2022-10-16,2,1,11,0.0,1.0,0.0
2022-10-17,3,1,7,0.6666666666666666,0.0,0.0
2022-10-18,4,1,2,0.25,0.0,0.0
2022-10-19,2,1,3,0.0,1.0,0.3333333333333333
2022-10-20,3,0,3,0.3333333333333333,,0.0
2022-10-21,1,2,2,0.0,0.5,0.0
2022-10-22,2,1,3,0.0,1.0,0.0
2022-10-23,3,0,0,0.0,,
2022-10-24,1,0,0,1.0,,
2022-10-25,1,2,1,0.0,0.0,0.0
2022-10-26,4,2,2,0.0,0.0,0.0
2022-10-27,5,2,2,0.0,0.5,0.5
2022-10-28,2,1,4,0.0,1.0,0.75
2022-10-29,1,0,4,0.0,,0.5
2022-10-30,0,10,3,,0.1,0.6666666666666666
2022-10-31,2,0,3,0.5,,0.6666666666666666
2022-11-01,4,0,7,0.0,,0.2857142857142857
2022-11-02,4,2,10,0.0,0.5,0.2
2022-11-03,13,3,11,0.3076923076923077,0.6666666666666666,0.0
2022-11-04,5,2,8,0.2,0.5,0.0
2022-11-05,4,1,12,0.25,1.0,0.08333333333333333
2022-11-06,4,1,2,0.25,0.0,0.0
2022-11-07,4,0,10,0.25,,0.0
2022-11-08,2,3,6,0.0,0.6666666666666666,0.16666666666666666
2022-11-09,1,1,7,1.0,0.0,0.14285714285714285
2022-11-10,4,0,1,0.0,,0.0
2022-11-11,1,0,7,0.0,,0.14285714285714285
2022-11-12,0,0,7,,,0.14285714285714285
2022-11-13,4,1,7,0.0,1.0,0.42857142857142855
2022-11-14,4,1,5,0.25,0.0,0.2
2022-11-15,1,4,14,0.0,0.0,0.21428571428571427
2022-11-16,1,2,12,0.0,0.0,0.4166666666666667
2022-11-17,6,3,10,0.0,0.6666666666666666,0.2
2022-11-18,23,6,5,0.0,0.0,0.4
2022-11-19,5,0,7,0.0,,0.14285714285714285
2022-11-20,3,1,8,0.0,0.0,0.375
2022-11-21,9,5,10,0.0,0.0,0.0
2022-11-22,10,1,4,0.1,0.0,0.0
2022-11-23,7,0,8,0.0,,0.0
2022-11-24,3,4,8,0.3333333333333333,0.75,0.125
2022-11-25,2,1,15,0.5,0.0,0.06666666666666667
2022-11-26,6,2,9,0.0,0.0,0.4444444444444444
2022-11-27,11,1,10,0.36363636363636365,0.0,0.2
2022-11-28,5,5,10,0.0,0.2,0.3
2022-11-29,36,6,9,0.08333333333333333,0.16666666666666666,0.2222222222222222
2022-11-30,11,4,8,0.09090909090909091,0.25,0.25
2022-12-01,75,247,1275,0.06666666666666667,0.08502024291497975,0.19137254901960785
2022-12-02,17,13,98,0.0,0.07692307692307693,0.1836734693877551
2022-12-03,23,4,70,0.043478260869565216,0.25,0.18571428571428572
2022-12-04,31,7,23,0.0,0.2857142857142857,0.08695652173913043
2022-12-05,33,14,36,0.06060606060606061,0.2857142857142857,0.16666666666666666
2022-12-06,37,9,31,0.08108108108108109,0.0,0.06451612903225806
2022-12-07,206,41,53,0.0,0.0,0.05660377358490566
2022-12-08,116,27,49,0.02586206896551724,0.07407407407407407,0.14285714285714285
2022-12-09,141,33,51,0.0070921985815602835,0.06060606060606061,0.058823529411764705
2022-12-10,56,11,33,0.05357142857142857,0.36363636363636365,0.12121212121212122
2022-12-11,84,13,41,0.0,0.07692307692307693,0.07317073170731707
2022-12-12,30,12,13,0.0,0.08333333333333333,0.07692307692307693
2022-12-13,24,6,26,0.16666666666666666,0.0,0.038461538461538464
2022-12-14,29,4,27,0.034482758620689655,0.25,0.3333333333333333
2022-12-15,136,26,50,0.007352941176470588,0.11538461538461539,0.08
2022-12-16,115,44,133,0.06086956521739131,0.13636363636363635,0.06766917293233082
2022-12-17,19,6,48,0.15789473684210525,0.5,0.10416666666666667
2022-12-18,37,22,59,0.08108108108108109,0.13636363636363635,0.1694915254237288
2022-12-19,51,7,58,0.21568627450980393,0.42857142857142855,0.10344827586206896
2022-12-20,18,12,60,0.05555555555555555,0.25,0.15
2022-12-21,32,10,72,0.28125,0.5,0.16666666666666666
2022-12-22,28,3,73,0.21428571428571427,0.3333333333333333,0.1506849315068493
2022-12-23,24,9,90,0.4583333333333333,0.8888888888888888,0.2
2022-12-24,25,16,98,0.08,0.75,0.24489795918367346
2022-12-25,28,6,115,0.39285714285714285,0.6666666666666666,0.23478260869565218
2022-12-26,46,10,141,0.17391304347826086,0.6,0.1773049645390071
2022-12-27,51,19,129,0.1568627450980392,0.631578947368421,0.13953488372093023
2022-12-28,16,16,134,0.1875,0.6875,0.15671641791044777
2022-12-29,26,14,93,0.07692307692307693,0.5714285714285714,0.17204301075268819
2022-12-30,63,10,110,0.14285714285714285,0.6,0.17272727272727273
2022-12-31,45,10,56,0.5111111111111111,0.7,0.23214285714285715
2023-01-01,22,5,55,0.5454545454545454,0.4,0.2
2023-01-02,89,14,78,0.6966292134831461,0.6428571428571429,0.2564102564102564
2023-01-03,72,15,105,0.4166666666666667,0.7333333333333333,0.19047619047619047
2023-01-04,43,18,101,0.6046511627906976,0.6666666666666666,0.18811881188118812
2023-01-05,33,12,102,0.3939393939393939,0.6666666666666666,0.19607843137254902
2023-01-06,17,13,98,0.23529411764705882,0.7692307692307693,0.1326530612244898
2023-01-07,21,12,98,0.09523809523809523,0.9166666666666666,0.11224489795918367
2023-01-08,10,6,69,0.2,0.8333333333333334,0.2463768115942029
2023-01-09,39,12,108,0.358974358974359,0.75,0.19444444444444445
2023-01-10,11,15,91,0.36363636363636365,0.6,0.16483516483516483
2023-01-11,19,17,90,0.15789473684210525,0.4117647058823529,0.13333333333333333
2023-01-12,22,12,68,0.5909090909090909,0.75,0.27941176470588236
2023-01-13,41,12,50,0.04878048780487805,0.6666666666666666,0.08
2023-01-14,10,4,51,0.1,0.75,0.11764705882352941
2023-01-15,22,6,37,0.45454545454545453,0.3333333333333333,0.10810810810810811
2023-01-16,26,12,46,0.11538461538461539,0.5833333333333334,0.2826086956521739
2023-01-17,13,6,43,0.07692307692307693,0.5,0.09302325581395349
2023-01-18,78,15,54,0.02564102564102564,0.2,0.07407407407407407
2023-01-19,12,8,39,0.0,0.375,0.1282051282051282
2023-01-20,2,7,25,0.0,0.7142857142857143,0.2
2023-01-21,33,3,21,0.7575757575757576,0.3333333333333333,0.047619047619047616
2023-01-22,0,1,11,,1.0,0.18181818181818182
2023-01-23,4,2,15,0.5,1.0,0.06666666666666667
2023-01-24,5,3,14,0.2,1.0,0.07142857142857142
2023-01-25,18,6,16,0.16666666666666666,0.3333333333333333,0.1875
2023-01-26,5,0,15,0.8,,0.13333333333333333
2023-01-27,3,3,16,0.0,0.6666666666666666,0.125
2023-01-28,5,9,17,0.6,0.5555555555555556,0.11764705882352941
2023-01-29,6,4,20,0.16666666666666666,0.75,0.2
2023-01-30,8,2,18,0.5,0.5,0.16666666666666666
2023-01-31,5,2,12,0.0,0.0,0.25
2023-02-01,38,50,551,0.3157894736842105,0.56,0.12885662431941924
2023-02-02,16,43,445,0.125,0.5581395348837209,0.1550561797752809
2023-02-03,21,42,415,0.42857142857142855,0.5238095238095238,0.1566265060240964
2023-02-04,27,51,361,0.07407407407407407,0.43137254901960786,0.13019390581717452
2023-02-05,19,36,339,0.15789473684210525,0.6666666666666666,0.1415929203539823
2023-02-06,38,38,422,0.07894736842105263,0.42105263157894735,0.13033175355450238
2023-02-07,37,44,399,0.16216216216216217,0.4090909090909091,0.18295739348370926
2023-02-08,41,47,413,0.2926829268292683,0.46808510638297873,0.162227602905569
2023-02-09,117,44,441,0.03418803418803419,0.4772727272727273,0.08616780045351474
2023-02-10,61,48,394,0.19672131147540983,0.3541666666666667,0.14974619289340102
2023-02-11,20,30,275,0.25,0.4666666666666667,0.15636363636363637
2023-02-12,21,24,264,0.6190476190476191,0.625,0.15151515151515152
2023-02-13,29,24,267,0.20689655172413793,0.5833333333333334,0.18726591760299627
2023-02-14,19,31,260,0.47368421052631576,0.3870967741935484,0.11538461538461539
2023-02-15,20,36,279,0.35,0.5,0.14336917562724014
2023-02-16,16,36,245,0.0625,0.6944444444444444,0.11836734693877551
2023-02-17,25,29,266,0.08,0.3103448275862069,0.15789473684210525
2023-02-18,8,31,239,0.125,0.41935483870967744,0.17573221757322174
2023-02-19,5,54,343,0.8,0.7222222222222222,0.16326530612244897
2023-02-20,15,37,319,0.2,0.5945945945945946,0.15047021943573669
2023-02-21,23,29,321,0.391304347826087,0.41379310344827586,0.2367601246105919
2023-02-22,11,32,289,0.0,0.625,0.1453287197231834
2023-02-23,8,30,215,0.25,0.26666666666666666,0.18604651162790697
2023-02-24,8,29,204,0.0,0.3793103448275862,0.1568627450980392
2023-02-25,8,17,181,0.0,0.29411764705882354,0.14917127071823205
2023-02-26,35,23,240,0.11428571428571428,0.30434782608695654,0.1
2023-02-27,37,33,250,0.0,0.3939393939393939,0.148
2023-02-28,41,33,260,0.07317073170731707,0.3939393939393939,0.08461538461538462
2023-03-01,76,27,231,0.013157894736842105,0.4444444444444444,0.15151515151515152
2023-03-02,31,29,219,0.03225806451612903,0.4482758620689655,0.1780821917808219
2023-03-03,28,22,221,0.03571428571428571,0.3181818181818182,0.167420814479638
2023-03-04,7,25,193,0.0,0.64,0.17098445595854922
2023-03-05,10,16,186,0.0,0.5,0.1989247311827957
2023-03-06,28,32,251,0.03571428571428571,0.4375,0.16334661354581673
2023-03-07,13,12,233,0.0,0.75,0.11587982832618025
2023-03-08,7,18,196,0.0,0.6111111111111112,0.1683673469387755
2023-03-09,11,18,184,0.0,0.5,0.15217391304347827
2023-03-10,12,16,166,0.0,0.3125,0.13253012048192772
2023-03-11,9,16,169,0.1111111111111111,0.3125,0.1834319526627219
2023-03-12,10,21,138,0.0,0.6666666666666666,0.15217391304347827
2023-03-13,11,40,356,0.09090909090909091,0.1,0.1404494382022472
2023-03-14,74,42,285,0.013513513513513514,0.40476190476190477,0.08421052631578947
2023-03-15,15,23,174,0.0,0.43478260869565216,0.16666666666666666
2023-03-16,4,16,157,0.0,0.5,0.09554140127388536
2023-03-17,13,14,176,0.15384615384615385,0.2857142857142857,0.18181818181818182
2023-03-18,0,19,139,,0.47368421052631576,0.17985611510791366
2023-03-19,3,15,116,0.0,0.9333333333333333,0.1896551724137931
2023-03-20,17,11,137,0.0,0.6363636363636364,0.12408759124087591
2023-03-21,4,13,155,0.0,0.46153846153846156,0.12903225806451613
2023-03-22,4,14,163,0.0,0.5714285714285714,0.17177914110429449
2023-03-23,7,11,145,0.0,0.7272727272727273,0.15862068965517243
2023-03-24,15,15,123,0.0,0.26666666666666666,0.13821138211382114
2023-03-25,4,12,116,0.0,0.5833333333333334,0.1724137931034483
2023-03-26,2,8,99,1.0,0.5,0.12121212121212122
2023-03-27,7,7,142,0.0,0.5714285714285714,0.14084507042253522
2023-03-28,4,9,114,0.0,0.4444444444444444,0.13157894736842105
2023-03-29,1,11,124,0.0,0.45454545454545453,0.16129032258064516
2023-03-30,7,12,121,0.0,0.75,0.15702479338842976
2023-03-31,6,12,122,0.0,0.5,0.20491803278688525
2023-04-01,4,14,200,0.25,0.6428571428571429,0.265
2023-04-02,5,11,177,0.0,0.7272727272727273,0.2033898305084746
2023-04-03,2,12,163,0.0,0.4166666666666667,0.1165644171779141
2023-04-04,3,7,87,0.0,0.2857142857142857,0.22988505747126436
2023-04-05,1,13,98,0.0,0.46153846153846156,0.1326530612244898
2023-04-06,4,6,97,0.0,0.3333333333333333,0.16494845360824742
2023-04-07,6,12,89,0.0,0.4166666666666667,0.1348314606741573
2023-04-08,2,7,94,0.0,0.5714285714285714,0.18085106382978725
2023-04-09,2,11,101,0.5,0.7272727272727273,0.26732673267326734
2023-04-10,1,10,86,1.0,0.8,0.18604651162790697
2023-04-11,14,7,96,0.14285714285714285,0.5714285714285714,0.14583333333333334
2023-04-12,27,11,108,0.037037037037037035,0.7272727272727273,0.1388888888888889
2023-04-13,11,10,122,0.0,0.3,0.14754098360655737
2023-04-14,3,14,91,0.0,0.5,0.16483516483516483
2023-04-15,3,54,196,0.0,0.1111111111111111,0.0663265306122449
2023-04-16,3,17,114,0.0,0.23529411764705882,0.043859649122807015
2023-04-17,3,10,97,0.3333333333333333,0.3,0.14432989690721648
2023-04-18,4,9,110,0.0,0.6666666666666666,0.21818181818181817
2023-04-19,2,11,84,0.0,0.5454545454545454,0.16666666666666666
2023-04-20,6,4,89,0.0,0.25,0.11235955056179775
2023-04-21,3,8,74,0.3333333333333333,0.375,0.16216216216216217
2023-04-22,1,17,189,0.0,0.6470588235294118,0.15343915343915343
2023-04-23,3,11,171,0.3333333333333333,0.5454545454545454,0.21052631578947367
2023-04-24,8,7,115,0.25,0.5714285714285714,0.16521739130434782
2023-04-25,6,12,99,0.0,0.5,0.16161616161616163
2023-04-26,4,6,101,0.0,0.5,0.09900990099009901
2023-04-27,5,8,79,0.0,0.375,0.1518987341772152
2023-04-28,9,10,98,0.0,0.4,0.16326530612244897
2023-04-29,4,8,65,0.0,0.25,0.16923076923076924
2023-04-30,5,9,81,0.0,0.3333333333333333,0.14814814814814814
2023-05-01,2,7,60,0.0,0.5714285714285714,0.15
2023-05-02,3,14,154,0.0,0.42857142857142855,0.4155844155844156
2023-05-03,1,16,146,0.0,0.5,0.2602739726027397
2023-05-04,2,13,129,0.0,0.46153846153846156,0.18604651162790697
2023-05-05,3,9,161,0.0,0.3333333333333333,0.14906832298136646
2023-05-06,2,20,153,0.0,0.45,0.1437908496732026
2023-05-07,2,7,106,0.0,0.5714285714285714,0.16037735849056603
2023-05-08,22,14,153,0.13636363636363635,0.35714285714285715,0.16339869281045752
2023-05-09,4,9,119,0.0,0.7777777777777778,0.15126050420168066
2023-05-10,4,12,140,0.25,0.5,0.19285714285714287
2023-05-11,2,13,118,0.0,0.46153846153846156,0.15254237288135594
2023-05-12,7,19,138,0.0,0.3157894736842105,0.2753623188405797
2023-05-13,0,9,109,,0.4444444444444444,0.24770642201834864
2023-05-14,0,11,133,,0.45454545454545453,0.21804511278195488
2023-05-15,1,22,146,0.0,0.45454545454545453,0.1917808219178082
2023-05-16,5,17,157,0.2,0.4117647058823529,0.18471337579617833
2023-05-17,10,16,163,0.4,0.625,0.15950920245398773
2023-05-18,29,39,344,0.41379310344827586,0.5641025641025641,0.1511627906976744
2023-05-19,10,28,239,0.0,0.75,0.17573221757322174
2023-05-20,7,15,146,0.0,0.3333333333333333,0.2054794520547945
2023-05-21,5,22,203,0.2,0.5909090909090909,0.1477832512315271
2023-05-22,11,31,222,0.18181818181818182,0.41935483870967744,0.23873873873873874
2023-05-23,14,28,234,0.14285714285714285,0.5,0.19658119658119658
2023-05-24,7,31,190,0.0,0.5483870967741935,0.19473684210526315
2023-05-25,15,31,252,0.26666666666666666,0.5806451612903226,0.17063492063492064
2023-05-26,13,25,223,0.3076923076923077,0.52,0.20179372197309417
2023-05-27,13,36,226,0.38461538461538464,0.5833333333333334,0.21238938053097345
2023-05-28,89,33,340,0.06741573033707865,0.3333333333333333,0.1588235294117647
2023-05-29,56,40,330,0.07142857142857142,0.325,0.1696969696969697
2023-05-30,45,18,258,0.2,0.7777777777777778,0.16666666666666666
2023-05-31,10,43,239,0.2,0.5581395348837209,0.20502092050209206
2023-06-01,13,57,335,0.23076923076923078,0.15789473684210525,0.12835820895522387
2023-06-02,32,34,264,0.40625,0.5294117647058824,0.16666666666666666
2023-06-03,2,16,127,0.0,0.75,0.18110236220472442
2023-06-04,5,16,165,0.0,0.6875,0.2909090909090909
2023-06-05,12,19,167,0.16666666666666666,0.5789473684210527,0.18562874251497005
2023-06-06,2,19,154,1.0,0.7368421052631579,0.17532467532467533
2023-06-07,1,23,163,0.0,0.7391304347826086,0.2392638036809816
2023-06-08,3,23,138,1.0,0.4782608695652174,0.15217391304347827
2023-06-09,6,23,159,0.6666666666666666,0.4782608695652174,0.20754716981132076
2023-06-10,1,15,134,0.0,0.7333333333333333,0.12686567164179105
2023-06-11,0,18,142,,0.5555555555555556,0.19014084507042253
2023-06-12,6,22,168,0.16666666666666666,0.7272727272727273,0.21428571428571427
